IC50_nM,MDEC-23,minsssN,LipoaffinityIndex,C1SP2,minHsOH,maxHsOH,MLFER_A,maxssO,minsOH,minHBint5,nHBAcc,nC,SsOH,VC-5,ATSc3,SHsOH,MLogP,MDEO-12,ndssC,TopoPSA
17894.9,0.433822868,0,0.435158463,0.1,0.139131623,0,0.124506388,0.834203775,0,0.093941509,0.045454545,0.170454545,0,0.047739597,0.361820228,0,0.41025641,0.341551818,0.071428571,0.051357343
19409.03,0.294644535,0,0.360031974,0.1,0.139131623,0,0.192218351,0,0,0.093941509,0.045454545,0.090909091,0,0.117301863,0.522177345,0,0.256410256,0,0.035714286,0.047601121
15578.84,0.574105015,0.653887382,0.524795749,0.1,0.139131623,0,0.117886179,0,0,0.093941509,0.090909091,0.204545455,0,0.079758668,0.413034172,0,0.487179487,0,0.071428571,0.055381269
8195.18,0.329010653,0,0.419809991,0.2,0.797128557,0.683534644,0.152264808,0,0.843874322,0.093941509,0.060606061,0.136363636,0.150865803,0.018229952,0.428100382,0.212375707,0.333333333,0.120702418,0.035714286,0.062952273
3818.74,0.368891348,0,0.434048659,0.2,0.139131623,0,0.099767712,0.821823984,0,0.093941509,0.045454545,0.136363636,0,0.053303436,0.456443569,0,0.358974359,0.179030618,0.071428571,0.033764169
8766.96,0.072196212,0.763300958,0.256928528,0.05,0.139131623,0,0.089198606,0,0,0.058639661,0.090909091,0.045454545,0,0.101278906,0.546151144,0,0.051282051,0,0.107142857,0.117706111
26191.67,0.319090186,0,0.278339542,0.1,0.139131623,0,0.120325203,0.815446529,0,0.093941509,0.075757576,0.125,0,0.087940971,0.578029054,0,0.256410256,0.282873399,0.214285714,0.084125988
17867.63,0.255613633,0.483031083,0.437198054,0.25,0.139131623,0,0.099767712,0,0,0.093941509,0.090909091,0.113636364,0,0.103931322,0.155816093,0,0.205128205,0,0.107142857,0.04073284
7467.87,0.354048836,0.587340171,0.340661292,0.15,0.139131623,0,0.071196283,0,0,0.521896775,0.090909091,0.136363636,0,0.082351644,0.41214291,0,0.256410256,0.133441544,0.071428571,0.108252813
7107.47,0.254923117,0,0.264235714,0.1,0.139131623,0,0.089198606,0,0,0.50557405,0.090909091,0.102272727,0,0.132982988,0.453868512,0,0.179487179,0,0.071428571,0.121796963
19042.57,0.088857226,0,0.240513489,0.15,0.139131623,0,0.089198606,0,0,0.093941509,0.060606061,0.022727273,0,0,0.431191106,0,0.076923077,0,0.035714286,0.082728908
17909.79,0.266241607,0.621403241,0.339437268,0.3,0.139131623,0,0.099767712,0,0,0.093941509,0.106060606,0.102272727,0,0.056104508,0.25207256,0,0.179487179,0.115563767,0.071428571,0.059798385
43806.6,0.359059568,0,0.324058063,0.1,0.639845566,0.624720991,0.223344948,0,0.834602853,0.121309334,0.045454545,0.113636364,0.304361167,0.063699344,0.345649651,0.355713079,0.282051282,0.134804762,0.107142857,0.059028736
3062.6,0.229913203,0,0.305461543,0.15,0.829239572,0.716891929,0.152264808,0.728933823,0.805293566,0.093941509,0.090909091,0.102272727,0.143968429,0.009377676,0.638614535,0.222739889,0.205128205,0.143327918,0.071428571,0.095570335
33330.16,0.324808593,0.754377215,0.431734448,0.05,0.139131623,0,0.122299652,0.767979851,0,0.252786698,0.060606061,0.136363636,0,0.077015228,0.574199663,0,0.333333333,0.031452474,0.107142857,0.055849751
33558.26,0.323776041,0.698121207,0.355477403,0.15,0.139131623,0,0.089198606,0,0,0.167817369,0.075757576,0.159090909,0,0.091692413,0.493442708,0,0.307692308,0.080064926,0.178571429,0.105349898
35818.08,0.409824236,0.616888357,0.398011906,0.2,0.139131623,0,0.078629501,0.797971616,0,0.151660009,0.106060606,0.193181818,0,0.081217063,0.487647369,0,0.358974359,0.233396402,0.142857143,0.105467018
35192.99,0.376732369,0,0.402689711,0.1,0.566935901,0.444407914,0.246922184,0.776586648,0.909286866,0.093941509,0.106060606,0.170454545,0.162560099,0.083913304,0.543778924,0.13807851,0.307692308,0.263391265,0.035714286,0.102697955
14720.92,0.615758525,0.810630536,0.542303734,0.1,0.139131623,0,0.089198606,0.888623697,0,0.165941929,0.075757576,0.238636364,0,0.090416988,0.194880349,0,0.512820513,0.173835784,0.035714286,0.061563559
3016.42,0.290843613,0,0.338994418,0.05,0.559108452,0.436276672,0.082229965,0,0.876573039,0.093941509,0.045454545,0.090909091,0.1567116,0.121487748,0.265396949,0.135552115,0.282051282,0,0.035714286,0.052001506
33450.51,0.432280891,0,0.386436451,0.05,0.139131623,0,0.128455285,0,0,0.317775084,0.045454545,0.125,0,0.07645571,0.392711933,0,0.358974359,0,0,0.06213243
7092.12,0.485927584,0.874374034,0.578014925,0.05,0.139131623,0,0.089198606,0,0,0.161572741,0.045454545,0.193181818,0,0.067594699,0.40172422,0,0.538461538,0,0.035714286,0.016622746
4982.94,0.361265526,0.385157496,0.359017182,0.2,0.139131623,0,0.128455285,0,0,0.129783589,0.090909091,0.147727273,0,0.164100935,0.301179412,0,0.256410256,0,0.071428571,0.113288995
29237.26,0.256100079,0,0.313816752,0.1,0.139131623,0,0.099767712,0.753303875,0,0.093941509,0.060606061,0.102272727,0,0.067660037,0.139274144,0,0.230769231,0.368414482,0.071428571,0.07016355
10033.52,0.472154754,0,0.350517049,0.25,0.139131623,0,0.120325203,0.872354224,0,0.093941509,0.045454545,0.136363636,0,0.085270754,0.486931052,0,0.358974359,0,0.178571429,0.060944493
6621.2,0.331748066,0,0.41724169,0.15,0.139131623,0,0.099767712,0,0,0.093941509,0.045454545,0.102272727,0,0.055394606,0.316157029,0,0.256410256,0,0,0.043694315
25439.81,0.2236295,0,0.357894992,0.1,0.95984277,0.852564005,0.168060395,0.82556716,0.757132967,0.410545804,0.03030303,0.079545455,0.135358394,0.07662331,0.31045997,0.264893499,0.256410256,0.292355775,0.035714286,0.039486343
9798.6,0.527050342,0.472714848,0.387193112,0.1,0.139131623,0,0.120325203,0.818403296,0,0,0.090909091,0.215909091,0,0.186740063,0.411250688,0,0.435897436,0.310320421,0.25,0.106839001
26285.52,0.455636053,0,0.523781004,0.05,0.139131623,0,0.099767712,0,0,0.093941509,0.075757576,0.147727273,0,0.075837094,0.337328176,0,0.358974359,0,0,0.036391015
20039.24,0.479050072,0,0.462846338,0.15,0.139131623,0,0.099767712,0.817686474,0,0.093941509,0.045454545,0.170454545,0,0.069084869,0.532332995,0,0.41025641,0.197085758,0.071428571,0.051850922
23306.11,0.344557599,0,0.307284316,0.1,0.139131623,0,0.099767712,0.832263371,0,0.093941509,0.075757576,0.136363636,0,0.116811569,0.302456913,0,0.153846154,0.161462597,0.071428571,0.139323211
6299.84,0.392840613,0,0.430310194,0.05,0.139131623,0,0.089198606,0.790631417,0,0.153907259,0.075757576,0.147727273,0,0.042181328,0.493023466,0,0.333333333,0.103363376,0.035714286,0.05461162
15907.07,0.333944236,0,0.454923519,0.25,0.139131623,0,0.171196283,0,0,0.093941509,0.121212121,0.159090909,0,0.065042473,0.315790974,0,0.333333333,0,0.035714286,0.082494667
14772.44,0.332548886,0,0.333250276,0.25,0.139131623,0,0.103135889,0.783266415,0,0.293220392,0.090909091,0.159090909,0,0.055929415,0.346907284,0,0.282051282,0.581845925,0.107142857,0.110319153
9268.37,0.145285813,0,0.319857711,0.05,0.139131623,0,0.089198606,0,0,0.093941509,0.090909091,0.045454545,0,0,0.411446975,0,0.076923077,0,0.035714286,0.071552265
29932.4,0.30965434,0,0.374082475,0.05,0.139131623,0,0.152264808,0.842469051,0,0.093941509,0.03030303,0.113636364,0,0.040763412,0.25257573,0,0.307692308,0.106991258,0.071428571,0.051399172
6261.99,0.343447345,0,0.392979388,0.15,0.677554829,0.559320105,0.21533101,0.795091581,0.895445947,0.167824631,0.090909091,0.147727273,0.160085653,0.074086392,0.495747533,0.173781979,0.256410256,0.126201221,0.035714286,0.094022671
40119.07,0.226291179,0.422165575,0.30738229,0.1,0.139131623,0,0.124506388,0.782379598,0,0.544555531,0.075757576,0.090909091,0,0.095390232,0.485889492,0,0.153846154,0.373959568,0.035714286,0.07862969
8870.75,0.286665408,0,0.345453745,0.05,0.139131623,0,0.099767712,0.775353938,0,0.093941509,0.090909091,0.125,0,0.136858267,0.291284345,0,0.282051282,0.332888508,0.107142857,0.051976409
10284.76,0.212010534,0,0.359579922,0,0.139131623,0,0.099767712,0,0,0.093941509,0.060606061,0.090909091,0,0.11315702,0.43011178,0,0.230769231,0,0.107142857,0.049759485
18045.36,0.182438759,0,0.291540124,0.3,0.139131623,0,0.141114983,0,0,0.093941509,0.075757576,0.068181818,0,0.114808798,0.428865235,0,0.128205128,0,0,0.104019743
42406.58,0.175073588,0,0.397529968,0.2,0.139131623,0,0.099767712,0.672175353,0,0.093941509,0.075757576,0.068181818,0,0.064112698,0.452218247,0,0.102564103,0.151308489,0.035714286,0.047818631
24676.33,0.289551672,0,0.365180403,0.1,0.139131623,0,0.142857143,0.769207732,0,0.26098655,0.060606061,0.125,0,0.099305075,0.402244751,0,0.333333333,0.241906199,0.071428571,0.050052286
17543.88,0.288207943,0.708102121,0.309512212,0.15,0.139131623,0,0.089198606,0,0,0.159783754,0.106060606,0.147727273,0,0.091692413,0.552309509,0,0.256410256,0,0.178571429,0.128765633
43005.71,0.278122297,0.621611811,0.373257272,0.05,0.139131623,0,0.099767712,0.844059106,0,0.093941509,0.090909091,0.147727273,0,0.07391237,0.249090739,0,0.307692308,0.383328888,0.035714286,0.068565692
19512.36,0.272053439,0,0.327886822,0.1,0.139131623,0,0.142857143,0.763530065,0,0.264342984,0.075757576,0.113636364,0,0.099305075,0.317114008,0,0.282051282,0.321839695,0.071428571,0.057773874
17703.91,0.336919598,0,0.401355777,0.15,0.139131623,0,0.142508711,0,0,0.093941509,0.045454545,0.113636364,0,0.03292187,0.379719158,0,0.282051282,0.146177888,0.035714286,0.046680888
23686.88,0.203664094,0,0.395076093,0,0.139131623,0,0.150406504,0,0,0.093941509,0.045454545,0.068181818,0,0.039593552,0.460519882,0,0.179487179,0,0,0.056368428
22258.06,0.377115626,0,0.425119269,0.1,0.139131623,0,0.089198606,0.824594986,0,0.093941509,0.075757576,0.159090909,0,0.026515342,0.344584383,0,0.358974359,0.145724617,0.071428571,0.068473669
14821.67,0.285259337,0,0.416658838,0.2,0.139131623,0,0.198722416,0.86740007,0,0.018846268,0.106060606,0.159090909,0,0.046116519,0.513940092,0,0.282051282,0.155656693,0.071428571,0.103827331
9413.4,0.19711645,0,0.304934328,0.1,0.139131623,0,0.142508711,0,0,0.093941509,0.03030303,0.056818182,0,0.084043086,0.376390424,0,0.179487179,0.056614452,0.035714286,0.069695068
18795.51,0.33869569,0,0.402458161,0.05,0.139131623,0,0.122299652,0.809207928,0,0.262748436,0.045454545,0.136363636,0,0.026689335,0.548654683,0,0.333333333,0.062904947,0.107142857,0.060860836
25862.97,0.289712683,0,0.313669884,0.2,0.139131623,0,0.141695703,0,0,0.093941509,0.060606061,0.102272727,0,0.126755751,0.42966304,0,0.256410256,0,0.071428571,0.097210022
3852.88,0.322733645,0,0.485507028,0.1,0.139131623,0,0.10952381,0,0,0.125613008,0.075757576,0.136363636,0,0.025035525,0.291370003,0,0.333333333,0,0.035714286,0.042322332
37250.2,0.201011638,0,0.314598472,0.15,0.139131623,0,0.089198606,0.844102776,0,0.301159202,0.060606061,0.090909091,0,0,0.35994513,0,0.205128205,0.040438895,0.035714286,0.090450496
24964.54,0.244001736,0,0.386744026,0.05,0.139131623,0,0.099767712,0.794447172,0,0.314777237,0.060606061,0.102272727,0,0.04585851,0.553934668,0,0.205128205,0,0,0.074321328
38620.53,0.261343602,0,0.379616109,0.15,0.139131623,0,0.124506388,0.750714245,0,0.606073233,0.060606061,0.125,0,0.079968141,0.356015279,0,0.230769231,0.39097923,0.071428571,0.068682813
17800.63,0.285743043,0.602749285,0.251614547,0.15,0.139131623,0,0.099767712,0.842426565,0,0.093941509,0.075757576,0.090909091,0,0.085587407,0.703406899,0,0.205128205,0.185464799,0.178571429,0.074346426
22564.08,0.394646933,0.58810076,0.422427116,0.1,0.139131623,0,0.089198606,0.795646313,0,0.289198991,0.075757576,0.159090909,0,0.139408597,0.54228524,0,0.358974359,0.137339927,0.071428571,0.050470573
9581,0.491655137,0,0.44382078,0.2,0.139131623,0,0.089198606,0,0,0.093941509,0.075757576,0.181818182,0,0.053329554,0.565588497,0,0.41025641,0.070768066,0.035714286,0.087539214
14917.73,0.353619776,0,0.434858863,0.15,0.139131623,0,0.078629501,0,0,0.154297137,0.121212121,0.170454545,0,0.09413149,0.343575199,0,0.307692308,0.108954565,0.071428571,0.106454177
20779.31,0.25235957,0,0.345148948,0.1,0.139131623,0,0.089198606,0,0,0.162594553,0.121212121,0.113636364,0,0.060562315,0.560501379,0,0.153846154,0,0.035714286,0.116309031
33362.98,0.331844708,0.599615929,0.405470548,0.25,0.139131623,0,0.099767712,0,0,0.093941509,0.106060606,0.125,0,0.05911332,0.372744713,0,0.230769231,0,0.071428571,0.048805789
8438.21,0.36176205,0,0.431862128,0.1,0.787278008,0.673301782,0.114285714,0.748936062,0.821834606,0.093941509,0.060606061,0.159090909,0.146925596,0.030855595,0.364322261,0.209196335,0.358974359,0.145701327,0.071428571,0.073518216
9477.83,0.21380363,0,0.338303286,0.1,0.139131623,0,0.198722416,0.800084221,0,0.0144954,0.121212121,0.113636364,0,0.038509211,0.539155843,0,0.153846154,0.155656693,0.071428571,0.114175764
24961.21,0.409702211,0.567788405,0.415793762,0.15,0.139131623,0,0.124506388,0.75007518,0,0.585774407,0.106060606,0.181818182,0,0.127256355,0.503871252,0,0.358974359,0.391857148,0.071428571,0.085188439
9532.91,0.438023535,0,0.41187441,0.1,0.848978891,0.737397356,0.190592334,0,0.784878357,0.093941509,0.060606061,0.125,0.140318648,0.109293126,0.38845807,0.22911097,0.358974359,0,0.035714286,0.041619609
2551.34,0.365685795,0,0.362493131,0.1,0.344713727,0.424030195,0.365737515,0,0.904022275,0.24539968,0.03030303,0.261363636,1,0.331802,0.347994765,0.648916631,0.564102564,0,0,0.119672063
8345.14,0.351195611,0,0.328068184,0.2,0.139131623,0,0.089198606,0,0,0.093941509,0.075757576,0.136363636,0,0.100566611,0.124874827,0,0.230769231,0.160908675,0.035714286,0.119429456
26017.24,0.316401322,0,0.452863212,0.05,0.139131623,0,0.142857143,0,0,0.093941509,0.060606061,0.147727273,0,0.115602507,0.45528041,0,0.333333333,0.056614452,0.035714286,0.070782616
31657.96,0.306272127,0,0.350095073,0.25,0.139131623,0,0.099767712,0.78498753,0,0.093941509,0.090909091,0.136363636,0,0.06780471,0.453482794,0,0.256410256,0.232761046,0.107142857,0.091211779
17914.5,0.34384318,0,0.407494767,0.15,0.139131623,0,0.124506388,0.850304687,0,0.591305356,0.060606061,0.147727273,0,0.019606567,0.350243662,0,0.358974359,0.39097923,0.071428571,0.054628352
26191.67,0.581906471,0.590066641,0.473882332,0.15,0.611115851,0.490302545,0.162833914,0.812619461,0.901793415,0.093941509,0.045454545,0.204545455,0.161220438,0.060360836,0.544145786,0.152338072,0.461538462,0.246948804,0.035714286,0.060701886
22111.37,0.115493568,0,0.228125368,0.1,0.139131623,0,0.099767712,0,0,0.093941509,0.03030303,0.022727273,0,0.021791751,0.436285542,0,0.076923077,0.056614452,0.107142857,0.067511607
5104.59,0.126908237,0,0.196939192,0.2,0.139131623,0,0.099767712,0,0,0.093941509,0.03030303,0.079545455,0,1,0.335157383,0,0.153846154,0,0.214285714,0.156364245
17285.09,0.209841306,0,0.319480563,0.1,0.139131623,0,0.198722416,0,0,0.030788097,0.106060606,0.113636364,0,0.028133029,0.572783628,0,0.179487179,0.095695891,0.071428571,0.125670306
40015.75,0.42621971,0,0.378585819,0.25,0.139131623,0,0.106039489,0,0,0.093941509,0.106060606,0.181818182,0,0.109955696,0.44716072,0,0.333333333,0.057781884,0.071428571,0.128815828
20681.03,0.251275879,0.619754458,0.328337436,0.25,0.139131623,0,0.099767712,0.754582658,0,0.093941509,0.106060606,0.090909091,0,0.049674108,0.415202491,0,0.179487179,0.163431847,0.071428571,0.053816874
29799.09,0.375051321,0,0.459999149,0.2,0.139131623,0,0.099767712,0,0,0.093941509,0.075757576,0.125,0,0.078996454,0.499002541,0,0.333333333,0,0,0.038415527
5018.36,0.276816434,0.694458108,0.459125647,0.05,0.139131623,0,0.104297329,0,0,0.093941509,0.075757576,0.147727273,0,0.06992522,0.280548069,0,0.384615385,0,0.071428571,0.033613586
30606.71,0.346376795,0,0.40184008,0.15,0.139131623,0,0.165853659,0.740067725,0,0.587553405,0.106060606,0.159090909,0,0.048971229,0.432549867,0,0.307692308,0.391857148,0.071428571,0.092541933
30177.39,0.272477035,0,0.333654759,0.15,0.139131623,0,0.124506388,0.746828069,0,0.577941268,0.060606061,0.090909091,0,0.032485224,0.383901991,0,0.256410256,0.287676573,0.107142857,0.046906764
27735.78,0.486997775,0,0.481242814,0.15,0.139131623,0,0.089198606,0,0,0.300604675,0.045454545,0.170454545,0,0.063664731,0.437496337,0,0.435897436,0.040438895,0.035714286,0.059313172
19841.32,0.566639646,0.429125214,0.468508969,0.15,0.139131623,0,0.122299652,0.804684989,0,0.093941509,0.060606061,0.193181818,0,0.083294164,0.64346055,0,0.461538462,0.174715993,0.107142857,0.046346258
22253.44,0.483059407,0,0.386784628,0.1,0.139131623,0,0.071196283,0.76057012,0,0.519099201,0.090909091,0.181818182,0,0.099818998,0.362120043,0,0.41025641,0.248362699,0.142857143,0.06447484
15445.3,0.460413384,0.600934189,0.568000769,0.1,0.139131623,0,0.099767712,0.780299706,0,0.093941509,0.060606061,0.193181818,0,0.096750547,0.460659125,0,0.384615385,0.108954565,0.035714286,0.038766888
6835.45,0.412347183,0,0.440740874,0.15,0.843497894,0.731703634,0.187804878,0,0.793760716,0.113431251,0.136363636,0.193181818,0.141906614,0.159343968,0.430214187,0.227341918,0.256410256,0,0.035714286,0.137373991
19530.76,0.554009989,0,0.436691433,0.15,0.583545205,0.461661847,0.183391405,0.864728743,0.914407237,0.093941509,0.060606061,0.181818182,0.163475506,0.109352577,0.459284185,0.143439345,0.435897436,0.04717871,0.071428571,0.077450119
8308.43,0.259039521,0,0.38481792,0.05,0.139131623,0,0.080952381,0.821926612,0,0.118174049,0.090909091,0.113636364,0,0.050525475,0.242161076,0,0.179487179,0.1894979,0.035714286,0.07311666
3639.79,0.473483535,0,0.594527836,0.3,0.139131623,0,0.089198606,0,0,0.093941509,0.106060606,0.204545455,0,0.124411323,0.280970691,0,0.358974359,0.040438895,0.035714286,0.065068808
10202.4,0.29789733,0,0.453481469,0.05,0.139131623,0,0.099767712,0,0,0.093941509,0.045454545,0.136363636,0,0.067443514,0.511384836,0,0.358974359,0,0.035714286,0.056644497
3940.88,0.210158938,0,0.326047244,0,0.603983415,0.482893289,0.241231127,0,0.874841535,0.121259066,0,0.056818182,0.312804093,0.102797716,0.310328811,0.300072,0.128205128,0,0,0.044581085
16615.25,0.199255039,0,0.337907591,0.15,0.139131623,0,0.124506388,0.797684759,0,0.561584333,0.060606061,0.102272727,0,0,0.320558481,0,0.256410256,0.39097923,0.071428571,0.054628352
47639.82,0.300326686,0,0.346577713,0.1,0.84843179,0.736829022,0.168060395,0,0.797487586,0.093941509,0.045454545,0.079545455,0.142572895,0.045817163,0.392486034,0.228934387,0.230769231,0.094357421,0.035714286,0.042548208
30130.16,0.455172327,0.639199205,0.363818216,0.25,0.139131623,0,0.124506388,0.830712676,0,0.142870452,0.090909091,0.181818182,0,0.095444901,0.568329732,0,0.358974359,0.160129853,0.107142857,0.104747563
2769.48,0.299965505,0,0.424351999,0.15,0.139131623,0,0.099767712,0,0,0.093941509,0.060606061,0.136363636,0,0.115522849,0.328829008,0,0.282051282,0,0,0.071217635
10131.36,0.276918375,0,0.333859296,0.05,0.794347195,0.680645333,0.162833914,0.769247962,0.815736443,0.093941509,0.075757576,0.113636364,0.145835381,0.057621379,0.632335793,0.211477992,0.230769231,0.200162316,0.071428571,0.085698749
34942.63,0.443041447,0,0.471734679,0.15,0.632921726,0.512954733,0.162833914,0.802377489,0.875253892,0.093941509,0.045454545,0.181818182,0.156475767,0.058345408,0.526491189,0.159376157,0.435897436,0.283072262,0.071428571,0.061053248
18685.62,0.388500009,0.40122902,0.368667233,0.1,0.819714335,0.706997005,0.157491289,0,0.799673026,0.093941509,0.106060606,0.136363636,0.142963603,0.196698913,0.582850993,0.219665514,0.282051282,0,0.071428571,0.083398168
47271.42,0.4018598,0,0.463329056,0.1,0.139131623,0,0.089198606,0.802140965,0,0.306312151,0.045454545,0.159090909,0,0.03292187,0.399396362,0,0.384615385,0.147978278,0.035714286,0.051131468
19018.03,0.229431232,0,0.309939473,0.2,0.139131623,0,0.078629501,0.780050296,0,0.052339594,0.075757576,0.113636364,0,0.071234766,0.525441169,0,0.230769231,0.089515309,0.071428571,0.104011377
13630.4,0.19382447,0,0.292921031,0.3,0.139131623,0,0.141114983,0,0,0.115185002,0.075757576,0.068181818,0,0.114808798,0.453728219,0,0.102564103,0,0,0.104019743
22193.67,0.35327242,0,0.389213928,0,0.74912558,0.683892882,0.293728223,0,0.795761876,0.093941509,0,0.125,0.575327052,0.135038541,0.269075858,0.818738468,0.358974359,0,0,0.057263563
